연번,호선,역명,장비,호기,승강기번호,운행구간(공사기준),설치위치,운행구간(자체조사)
1470,7,건대입구,E/S,8,1805-838,B1-B2,내부,대합(B2)-대합(B1)
1471,7,건대입구,E/S,9,1805-839,B1-B2,내부,대합(B2)-대합(B1)
1472,7,건대입구,E/S,10,1805-837,F1-B1,외부,대합(B1)-지상(#3 출구)
1473,7,건대입구,E/S,11,1805-836,F1-B1,외부,대합(B1)-지상(#3 출구)
1474,7,뚝섬유원지,E/S,1,1801-591,F2-F1,외부,#1 출구(F1)-대합(F2)
1475,7,뚝섬유원지,E/S,2,1801-592,F2-F1,외부,#1 출구(F1)-대합(F2)
1476,7,뚝섬유원지,E/S,3,1801-593,F2-F1,외부,#4 출구(F1)-대합(F2)
1477,7,뚝섬유원지,E/S,4,1801-594,F2-F1,외부,#4 출구(F1)-대합(F2)
1478,7,청담,E/S,1,1802-717,B1-B3,내부,대합(B3)-대합(B1)
1479,7,청담,E/S,2,1802-718,B1-B3,내부,대합(B3)-대합(B1)
1480,7,청담,E/S,3,1802-719,F1-B1,외부,대합(B1)-지상(#4 출구)
1481,7,청담,E/S,4,1802-720,F1-B1,외부,대합(B1)-지상(#4 출구)
1482,7,청담,E/S,5,1805-792,F1-B1,외부,대합(B1)-지상(#10 출구)
1483,7,청담,E/S,6,1805-793,F1-B1,외부,대합(B1)-지상(#10 출구)
1484,7,청담,E/S,7,1802-875,F1-B1,외부,대합(B1)-지상(#1 출구)
1485,7,청담,E/S,8,1802-876,F1-B1,외부,대합(B1)-지상(#1 출구)
1486,7,청담,E/S,9,1802-877,F1-B1,외부,대합(B1)-지상(#2 출구)
1487,7,청담,E/S,10,1802-878,F1-B1,외부,대합(B1)-지상(#2 출구)
1488,7,청담,E/S,11,1802-879,F1-B1,외부,대합(B1)-지상(#6 출구)
1489,7,청담,E/S,12,1802-880,F1-B1,외부,대합(B1)-지상(#6 출구)
1490,7,청담,E/S,13,1802-881,F1-B1,외부,대합(B1)-지상(#7 출구)
1491,7,청담,E/S,14,1802-882,F1-B1,외부,대합(B1)-지상(#7 출구)
1492,7,청담,E/S,15,1802-883,F1-B1,외부,대합(B1)-지상(#9 출구)
1493,7,청담,E/S,16,1802-884,F1-B1,외부,대합(B1)-지상(#9 출구)
1494,7,강남구청,E/S,1,1805-505,B1-B2,내부,대합(B2)-대합(B1)
1495,7,강남구청,E/S,2,1805-506,B1-B2,내부,대합(B2)-대합(B1)
1496,7,강남구청,E/S,3,1805-507,B1-B2,내부,대합(B2)-대합(B1)
1497,7,강남구청,E/S,4,1805-508,B1-B2,내부,대합(B2)-대합(B1)
1498,7,강남구청,E/S,5,1805-639,BM1-B1,내부,대합(B1)-BM1
1499,7,강남구청,E/S,6,1805-640,BM1-B1,내부,대합(B1)-BM1
1500,7,강남구청,E/S,7,1805-509,BM1-B1,내부,대합(B1)-BM1
1501,7,강남구청,E/S,8,0000-000,B1-BM2,내부,
1502,7,강남구청,E/S,9,0000-000,B1-BM2,내부,
1503,7,강남구청,E/S,10,0000-000,BM1-BM2,내부,
1504,7,강남구청,E/S,11,0000-000,BM1-BM2,내부,
1505,7,강남구청,E/S,12,0000-000,F1-BM1,내부,
1506,7,강남구청,E/S,13,0000-000,F1-BM1,내부,
1507,7,강남구청,E/S,14,0000-000,F1-BM1,내부,
1508,7,강남구청,E/S,15,0000-000,F1-BM1,내부,
1509,7,학동,E/S,1,1806-931,BM1-B1,내부,대합(B2)-대합(B1)
1510,7,학동,E/S,2,1806-932,BM1-B1,내부,대합(B2)-대합(B1)
1511,7,학동,E/S,3,1806-933,BM1-B1,내부,대합(B2)-대합(B1)
1512,7,학동,E/S,4,1806-934,BM1-B1,내부,대합(B2)-대합(B1)
1513,7,학동,E/S,5,1806-935,F1-B1,외부,대합(B1)-지상(#1 출구)
1514,7,학동,E/S,6,1806-936,F1-B1,외부,대합(B1)-지상(#1 출구)
1515,7,학동,E/S,7,1806-937,F1-B1,외부,대합(B1)-지상(#10 출구)
1516,7,학동,E/S,8,1806-938,F1-B1,외부,대합(B1)-지상(#10 출구)
1517,7,학동,E/S,9,1805-667,B1-B2(UP),내부,대합(B2)-대합(B1)
1518,7,학동,E/S,10,1805-668,B1-B2(DN),내부,대합(B2)-대합(B1)
1519,7,논현,E/S,1,1802-765,B1-B2,내부,대합(B2)-대합(B1)
1520,7,논현,E/S,2,1802-766,B1-B2,내부,대합(B2)-대합(B1)
1521,7,논현,E/S,3,1802-767,B1-B2,내부,대합(B2)-대합(B1)
1522,7,논현,E/S,4,1802-539,B1-B2,내부,대합(B2)-대합(B1)
1523,7,논현,E/S,5,1802-768,BM1-B1,내부,대합(B1)-BM1
1524,7,논현,E/S,6,1802-769,BM1-B1,내부,대합(B1)-BM1
1525,7,논현,E/S,7,1802-841,BM1-B1,내부,대합(B1)-BM1
1526,7,논현,E/S,8,1802-842,BM1-B1,내부,대합(B1)-BM1
1527,7,논현,E/S,9,1802-770,BM1-B1,내부,대합(B1)-BM1
1528,7,논현,E/S,10,1802-771,BM1-B1,내부,대합(B1)-BM1
1529,7,논현,E/S,11,1802-772,BM1-B1,내부,대합(B1)-BM1
1530,7,논현,E/S,12,1802-773,F1-BM1,외부,BM1-지상(#2 출구)
1531,7,논현,E/S,13,1802-774,F1-BM1,외부,BM1-지상(#2 출구)
1532,7,논현,E/S,14,1802-843,F1-BM1,외부,BM1-지상(#7 출구)
1533,7,논현,E/S,15,1802-844,F1-BM1,외부,BM1-지상(#7 출구)
1534,7,논현,E/S,16,1802-845,F1-BM1,외부,BM1-지상(#3 출구)
1535,7,논현,E/S,17,1802-846,F1-BM1,외부,BM1-지상(#3 출구)
1536,7,논현,E/S,18,1802-847,F1-BM1,외부,BM1-지상(#6 출구)
1537,7,논현,E/S,19,1802-848,F1-BM1,외부,BM1-지상(#6 출구)
1538,7,반포,E/S,1,1805-623,F1-B1,외부,대합(B1)-지상(#1 출구)
1539,7,반포,E/S,2,1805-624,F1-B1,외부,대합(B1)-지상(#1 출구)
1540,7,반포,E/S,3,1802-849,F1-B1,외부,대합(B1)-지상(#6 출구)
1541,7,반포,E/S,4,1802-850,F1-B1,외부,대합(B1)-지상(#6 출구)
1542,7,반포,E/S,5,1807-979,B1-B2,내부,
1543,7,반포,E/S,6,1807-982,B1-B2,내부,
1544,7,고속터미널,E/S,1,1802-721,B2-B3,내부,상/시/승강(B3)-대합(B2)
1545,7,고속터미널,E/S,2,1802-722,B2-B3,내부,상/시/승강(B3)-대합(B2)
1546,7,고속터미널,E/S,3,1802-723,B2-B3,내부,하/시/승강(B3)-대합(B2)
1547,7,고속터미널,E/S,4,1802-724,B2-B3,내부,하/시/승강(B3)-대합(B2)
1548,7,고속터미널,E/S,5,1802-751,B2-B3,내부,상/승강(B3)-대합(B2)
1549,7,고속터미널,E/S,6,1802-752,B2-B3,내부,상/승강(B3)-대합(B2)
1550,7,고속터미널,E/S,7,1802-753,B2-B3,내부,상/종/승강(B3)-대합(B2)
1551,7,고속터미널,E/S,8,1802-754,B2-B3,내부,하/종/승강(B3)-대합(B2)
1552,7,고속터미널,E/S,9,1802-755,환B2-B2,내부,환승통로-대합(B2)
1553,7,고속터미널,E/S,10,1802-756,환B2-B2,내부,환승통로-대합(B2)
1554,7,고속터미널,E/S,11,1802-757,환B2-B2,내부,환승통로-대합(B2)
1555,7,고속터미널,E/S,12,1802-758,B1-B2,내부,대합(B2)-대합(B1)
1556,7,고속터미널,E/S,13,1802-759,B1-B2,내부,대합(B2)-대합(B1)
1557,7,고속터미널,E/S,14,1802-760,B1-B2,내부,대합(B2)-대합(B1)
1558,7,고속터미널,E/S,15,1802-761,B1-B2,내부,대합(B2)-대합(B1)
1559,7,고속터미널,E/S,16,1802-762,BM1-B1,내부,대합(B1)-BM1
1560,7,고속터미널,E/S,17,1802-763,BM1-B1,내부,대합(B1)-BM1
1561,7,고속터미널,E/S,18,1802-764,BM1-BM2,내부,BM2-BM1(#3 방면)
1562,7,고속터미널,E/S,19,1802-725,BM1-BM2,내부,BM2-BM1(#3 방면)
1563,7,고속터미널,E/S,20,1802-726,BM1-B1,내부,대합(B1)-BM1
1564,7,고속터미널,E/S,21,1802-727,BM1-B1,내부,대합(B1)-BM1
1565,7,내방,E/S,1,1802-728,F1-B1,외부,대합(B1)-지상(#2 출구)
1566,7,내방,E/S,2,1802-729,F1-B1,외부,대합(B1)-지상(#2 출구)
1567,7,내방,E/S,3,1802-730,F1-B1,외부,대합(B1)-지상(#4 출구)
1568,7,내방,E/S,4,1802-731,F1-B1,외부,대합(B1)-지상(#4 출구)
1569,7,내방,E/S,5,1802-732,F1-BM1,외부,BM1-지상(#6 출구)
1570,7,내방,E/S,6,1802-733,F1-BM1,외부,BM1-지상(#6 출구)
1571,7,내방,E/S,7,1802-734,F1-BM1,외부,BM1-지상(#7 출구)
1572,7,내방,E/S,8,1802-735,F1-BM1,외부,BM1-지상(#7 출구)
1573,7,내방,E/S,9,1807-980,B1-B2,내부,
1574,7,내방,E/S,10,1807-981,B1-B2,내부,
1575,7,이수,E/S,1,1804-174,B3-B4,내부,상/승강(B4)-대합(B3)
1576,7,이수,E/S,2,1804-175,B3-B4,내부,하/승강(B4)-대합(B3)
1577,7,이수,E/S,3,1804-176,B3-B4,내부,환승통로(B4)-대합(B3)
1578,7,이수,E/S,4,1804-177,B3-B4,내부,환승통로(B4)-대합(B3)
1579,7,이수,E/S,5,1804-178,환B2-B3,내부,환승통로(B3)-4승강(B2)
1580,7,이수,E/S,6,1804-179,환B2-B3,내부,환승통로(B3)-4승강(B2)
1581,7,이수,E/S,7,1804-180,환B2-B3,내부,환승통로(B3)-4승강(B2)
1582,7,이수,E/S,8,1804-181,환B2-B3,내부,환승통로(B3)-4승강(B2)
1583,7,이수,E/S,9,1804-182,B1-B3,내부,대합(B3)-대합(B1)
1584,7,이수,E/S,10,1804-183,B1-B3,내부,대합(B3)-대합(B1)
1585,7,이수,E/S,11,1804-184,B1-B3,내부,대합(B3)-대합(B1)
1586,7,이수,E/S,12,1804-185,B1-B3,내부,대합(B3)-대합(B1)
1587,7,이수,E/S,13,1804-186,B1-B3,내부,대합(B3)-대합(B1)
1588,7,이수,E/S,14,1804-187,F1-B1,외부,대합(B1)-지상(#6 출구)
1589,7,이수,E/S,15,1804-188,F1-B1,외부,대합(B1)-지상(#6 출구)
1590,7,이수,E/S,16,1804-189,F1-B1,외부,대합(B1)-지상(#7 출구)
1591,7,이수,E/S,17,1804-190,F1-B1,외부,대합(B1)-지상(#7 출구)
1592,7,이수,E/S,18,1804-191,F1-B1,외부,대합(B1)-지상(#3 출구)
1593,7,이수,E/S,19,1804-192,F1-B1,외부,대합(B1)-지상(#3 출구)
1594,7,이수,E/S,20,1804-193,F1-B1,외부,대합(B1)-지상(#12 출구)
1595,7,이수,E/S,21,1804-194,F1-B1,외부,대합(B1)-지상(#12 출구)
1596,7,이수,E/S,22,1804-195,F1-B1,외부,대합(B1)-지상(#10 출구)
1597,7,이수,E/S,23,1804-196,F1-B1,외부,대합(B1)-지상(#10 출구)
1598,7,남성,E/S,1,1804-203,B1-B2,내부,대합(B2)-대합(B1)
1599,7,남성,E/S,2,1816-267,B2-F1,내부,B2-F1
1600,7,남성,E/S,3,1816-268,F1-B2,내부,F1-B2
1601,7,남성,E/S,4,1804-206,F1-B1,외부,대합(B1)-지상(#4 출구)
1602,7,남성,E/S,5,1804-207,F1-B1,외부,대합(B1)-지상(#4 출구)
1603,7,남성,E/S,6,1809-951,B1-B2,내부,대합(B2)-대합(B1)
1604,7,남성,E/S,7,1807-975,BM1-B1,내부,대합(B1)-BM1
1605,7,남성,E/S,8,1807-976,BM1-B1,내부,대합(B1)-BM1
1606,7,남성,E/S,9,1807-977,F1-BM1,외부,BM1-지상(#3 출구)
1607,7,남성,E/S,10,1807-978,F1-BM1,외부,BM1-지상(#3 출구)
1608,7,남성,E/S,11,1816-269,,2번 출구,
1609,7,남성,E/S,12,1816-270,,2번 출구,
1610,7,남성,E/S,13,1816-271,,2번 중층,
1611,7,남성,E/S,14,1816-272,,2번 중층,
1612,7,숭실대입구,E/S,1,1804-278,B2-B5,내부,대합(B5)-대합(B2)
1613,7,숭실대입구,E/S,2,1804-279,B2-B5,내부,대합(B5)-대합(B2)
1614,7,숭실대입구,E/S,3,1804-280,B2-B5,내부,대합(B5)-대합(B2)
1615,7,숭실대입구,E/S,4,1807-201,B1-B2,내부,대합(B2)-대합(B1)
1616,7,숭실대입구,E/S,5,1807-202,B1-B2,내부,대합(B2)-대합(B1)
1617,7,숭실대입구,E/S,6,1807-203,B1-B2,내부,대합(B2)-대합(B1)
1618,7,숭실대입구,E/S,7,1807-204,F1-B1,외부,대합(B1)-지상(#1 출구)
1619,7,숭실대입구,E/S,8,1807-205,F1-B1,외부,대합(B1)-지상(#1 출구)
1620,7,숭실대입구,E/S,9,1807-206,F1-B1,외부,대합(B1)-지상(#4 출구)
1621,7,숭실대입구,E/S,10,1807-207,F1-B1,외부,대합(B1)-지상(#4 출구)
1622,7,숭실대입구,E/S,11,1808-000,F1-BM1,외부,(BM1)-지상(#3 출구)
1623,7,숭실대입구,E/S,12,1807-999,F1-BM1,외부,(BM1)-지상(#3 출구)
1624,7,상도,E/S,1,1803-925,B1-B2,내부,대합(B2)-대합(B1)
1625,7,상도,E/S,2,1803-926,BM1-B1,내부,대합(B1)-BM1
1626,7,상도,E/S,3,1803-927,BM1-B1,내부,대합(B1)-BM1
1627,7,상도,E/S,4,1803-928,BM1-B1,내부,대합(B1)-BM1
1628,7,상도,E/S,5,1803-929,BM1-B1,내부,대합(B1)-BM1
1629,7,상도,E/S,6,1803-930,F1-BM1,외부,BM1-지상(#2 출구)
1630,7,상도,E/S,7,1803-931,F1-BM1,외부,BM1-지상(#2 출구)
1631,7,상도,E/S,8,1803-932,F1-BM1,외부,BM1-지상(#5 출구)
1632,7,상도,E/S,9,1803-933,F1-BM1,외부,BM1-지상(#5 출구)
1633,7,상도,E/S,10,1803-934,F1-BM1,외부,BM1-지상(#4 출구)
1634,7,상도,E/S,11,1803-935,F1-BM1,외부,BM1-지상(#4 출구)
1635,7,장승배기,E/S,1,1803-936,B1-B2,내부,대합(B2)-대합(B1)
1636,7,장승배기,E/S,2,1803-937,B1-B2,내부,대합(B2)-대합(B1)
1637,7,장승배기,E/S,3,1803-938,BM1-B1,내부,대합(B1)-BM1
1638,7,장승배기,E/S,4,1803-939,BM1-B1,내부,대합(B1)-BM1
1639,7,장승배기,E/S,5,1803-940,F1-B1,외부,대합(B1)-지상(#1 출구)
1640,7,장승배기,E/S,6,1803-941,F1-B1,외부,대합(B1)-지상(#1 출구)
1641,7,장승배기,E/S,7,1803-942,BM1-B1,내부,대합(B1)-BM1
1642,7,장승배기,E/S,8,1803-943,F1-BM1,외부,BM1-지상(#2 출구)
1643,7,장승배기,E/S,9,1803-944,F1-BM1,외부,BM1-지상(#6 출구)
1644,7,장승배기,E/S,10,1803-945,F1-BM1,외부,BM1-지상(#6 출구)
1645,7,신대방삼거리,E/S,1,1803-975,B1-B2,내부,대합(B2)-대합(B1)
1646,7,신대방삼거리,E/S,2,1803-982,B1-B2,내부,대합(B2)-대합(B1)
1647,7,신대방삼거리,E/S,3,1803-976,BM1-B1,내부,대합(B1)-BM1
1648,7,신대방삼거리,E/S,4,1803-977,BM1-B1,내부,대합(B1)-BM1
1649,7,신대방삼거리,E/S,5,1803-978,F1-BM1,외부,BM1-지상(#1 출구)
1650,7,신대방삼거리,E/S,6,1803-979,F1-BM1,외부,BM1-지상(#1 출구)
1651,7,신대방삼거리,E/S,7,1803-980,F1-BM1,외부,BM1-지상(#3 출구)
1652,7,신대방삼거리,E/S,8,1803-981,F1-BM1,외부,BM1-지상(#3 출구)
1653,7,신대방삼거리,E/S,9,1807-605,B2-B1,내부,상/승강(B3)-대합(B2)
1654,7,신대방삼거리,E/S,10,1807-606,B1-B2,내부,상/승강(B3)-대합(B2)
1655,7,신대방삼거리,E/S,11,1807-607,B1-B2,내부,하/승강(B3)-대합(B2)
1656,7,신대방삼거리,E/S,12,1807-608,B1-B2,내부,하/승강(B3)-대합(B2)
1657,7,보라매,E/S,1,1803-492,BM1-B1,내부,대합(B1)-BM1
1658,7,보라매,E/S,2,1803-493,F1-B1,외부,대합(B1)-지상(#8 출구)
1659,7,보라매,E/S,3,1803-494,F1-B1,외부,대합(B1)-지상(#8 출구)
1660,7,보라매,E/S,4,1803-495,BM1-B1,내부,대합(B1)-BM1
1661,7,신풍,E/S,1,1803-588,F1-B1,외부,대합(B1)-지상(#1 출구)
1662,7,신풍,E/S,2,1803-589,F1-B1,외부,대합(B1)-지상(#1 출구)
1663,7,신풍,E/S,3,1803-590,F1-B1,외부,대합(B1)-지상(#3 출구)
1664,7,신풍,E/S,4,1803-591,F1-B1,외부,대합(B1)-지상(#3 출구)
1665,7,대림,E/S,1,1803-601,B1-B2,내부,상/종/승강(B2)-대(B1)
1666,7,대림,E/S,2,1803-602,B1-B2,내부,상/종/승강(B2)-대(B1)
1667,7,대림,E/S,3,1803-603,B1-B2,내부,하/종/승강(B2)-대(B1)
1668,7,대림,E/S,4,1803-604,B1-B2,내부,하/종/승강(B2)-대(B1)
1669,7,대림,E/S,5,1803-605,F1-B1,외부,대합(B1)-지상(#10 출구)
1670,7,대림,E/S,6,1803-606,F1-B1,외부,대합(B1)-지상(#10 출구)
1671,7,대림,E/S,7,1803-607,환F1-B1,내부,BM1-대합(B1)
1672,7,대림,E/S,8,1803-608,환F1-B1,내부,BM1-환승통로(F1)
1673,7,대림,E/S,9,1803-609,환F1-B1,내부,BM1-환승통로(F1)
1674,7,대림,E/S,10,1803-610,환F1-B1,내부,대합(B1)-환승통로(F1)
1675,7,대림,E/S,11,1803-611,환F1-B1,내부,대합(B1)-환승통로(F1)
1676,7,대림,E/S,12,1814-635,F1-B2,,F1-B2
1677,7,대림,E/S,13,1814-636,B2-F1,,B2-F1
1678,7,남구로,E/S,1,1803-576,B2-B4,내부,대합(B4)-대합(B2)
1679,7,남구로,E/S,2,1803-577,B2-B4,내부,대합(B4)-대합(B2)
1680,7,남구로,E/S,3,1803-578,B2-B4,내부,대합(B4)-대합(B2)
1681,7,남구로,E/S,4,1803-579,B2-B4,내부,대합(B4)-대합(B2)
1682,7,남구로,E/S,5,1803-580,BM2-B2,내부,대합(B2)-BM2
1683,7,남구로,E/S,6,1803-581,BM2-B2,내부,대합(B2)-BM2
1684,7,남구로,E/S,7,1803-582,BM1-B1,내부,대합(B2)-BM1
1685,7,남구로,E/S,8,1803-583,BM1-B1,내부,대합(B2)-BM1
1686,7,남구로,E/S,9,1803-584,F1-BM1,외부,BM1-지상(#2 출구)
1687,7,남구로,E/S,10,1803-585,F1-BM1,외부,BM1-지상(#2 출구)
1688,7,남구로,E/S,11,1803-586,F1-BM1,외부,BM1-지상(#5 출구)
1689,7,남구로,E/S,12,1803-587,F1-BM1,외부,BM1-지상(#5 출구)
1690,7,가산디지털단지,E/S,1,1803-480,B1-B3,내부,대합(B3)-대합(B1)
1691,7,가산디지털단지,E/S,2,1803-481,B1-B3,내부,대합(B3)-대합(B1)
1692,7,가산디지털단지,E/S,3,1803-482,B1-B3,내부,대합(B3)-대합(B1)
1693,7,가산디지털단지,E/S,4,1803-483,B1-B3,내부,대합(B3)-대합(B1)
1694,7,가산디지털단지,E/S,5,1803-484,B1-B3,내부,대합(B3)-대합(B1)
1695,7,가산디지털단지,E/S,6,1803-485,B1-B3,내부,대합(B3)-대합(B1)
1696,7,가산디지털단지,E/S,7,1803-486,F1-B1,외부,대합(B1)-지상(#5 출구)
1697,7,가산디지털단지,E/S,8,1803-487,F1-B1,외부,대합(B1)-지상(#5 출구)
1698,7,가산디지털단지,E/S,9,1803-488,F1-B1,내부,대합(B1)-1호선승강(F1)
1699,7,가산디지털단지,E/S,10,1803-489,F1-B1,내부,대합(B1)-1호선승강(F1)
1700,7,가산디지털단지,E/S,11,1803-490,F1-B1,내부,대합(B1)-1호선승강(F1)
1701,7,가산디지털단지,E/S,12,1803-491,F1-B1,내부,대합(B1)-1호선승강(F1)
1702,7,가산디지털단지,E/S,13,1807-283,F1-B1,외부,2번출구(B1-지상)
1703,7,가산디지털단지,E/S,14,1807-282,F1-B1,외부,2번출구(B1-지상)
1704,7,가산디지털단지,E/S,15,1807-285,F1-B1,외부,3번출구(B1-지상)
1705,7,가산디지털단지,E/S,16,1807-284,F1-B1,외부,3번출구(B1-지상)
1706,7,철산,E/S,1,3801-711,F1-B1,외부,종/대합(B1)-지상(#2 출구)
1707,7,철산,E/S,2,3801-712,F1-B1,외부,종/대합(B1)-지상(#2 출구)
1708,7,철산,E/S,3,3808-480,F1-B1,외부,대합(B1)-지상(#1 출구)
1709,7,철산,E/S,4,3808-479,F1-B1,외부,대합(B1)-지상(#1 출구)
1710,7,철산,E/S,5,3813-188,F1-B1,외부,대합(B1)-지상(#4 출구)
1711,7,철산,E/S,6,3813-187,F1-B1,외부,대합(B1)-지상(#4 출구)
1712,7,광명사거리,E/S,1,3818-918,B1-F1,외부,대합(B1)-지상(#9 출구)
1713,7,광명사거리,E/S,2,3818-919,B1-F1,외부,대합(B1)-지상(#9 출구)
1714,7,천왕,E/S,1,1803-478,F1-B1,외부,대합(B1)-지상(#3 출구)
1715,7,천왕,E/S,2,1803-479,F1-B1,외부,대합(B1)-지상(#3 출구)
1716,7,천왕,E/S,3,1810-908,F1-B1,외부,대합(B1)-지상(#1 출구)
1717,7,천왕,E/S,4,1810-909,F1-B1,외부,대합(B1)-지상(#1 출구)
1718,7,천왕,E/S,5,1812-615,F1-B1,외부,대합(B1)-지상(#2 출구)
1719,7,천왕,E/S,6,1812-616,F1-B1,외부,대합(B1)-지상(#2 출구)
1720,7,온수,E/S,1,1803-454,B1-B2,내부,하/종/승강(B2)-대합(B1)
1721,7,온수,E/S,2,1803-455,B1-B2,내부,상/종/승강(B2)-대합(B1)
1722,7,온수,E/S,3,1803-456,B1-B2,내부,하/시/승강(B2)-대(B1)
1723,7,온수,E/S,4,1803-457,B1-B2,내부,상/시/승강(B2)-대(B1)
1724,7,온수,E/S,5,1803-458,BM1-B1,내부,대합(B1)-BM1
1725,7,온수,E/S,6,1803-459,BM1-B1,내부,대합(B1)-BM1
1726,7,온수,E/S,7,1803-460,F1-B1,내부,시/환승통로(B1)-1호선승강(F1)
1727,7,온수,E/S,8,1803-461,F1-B1,내부,시/환승통로(B1)-1호선승강(F1)
1728,7,온수,E/S,9,1803-462,F1-B1,외부,대합(B1)-지상(#2 출구)
1729,7,온수,E/S,10,1803-463,F1-B1,외부,대합(B1)-지상(#2 출구)
1730,7,온수,E/S,11,1803-464,F1-B1,외부,대합(B1)-지상(#5 출구)
1731,7,온수,E/S,12,1803-465,F1-B1,외부,대합(B1)-지상(#5 출구)
1732,7,온수,E/S,13,1803-466,F1-B1,내부,종/환승통로(B1)-1호선승강(F1)
1733,7,온수,E/S,14,1803-467,F1-B1,내부,종/환승통로(B1)-1호선승강(F1)
1734,7,온수,E/S,15,1803-468,F1-B1,내부,종/환승통로(B1)-1호선승강(F1)
1735,7,온수,E/S,16,1803-469,F1-B1,내부,종/환승통로(B1)-1호선승강(F1)
1736,8,암사,E/S,1,1805-216,F1-B1,외부,대합(B1)-지상(#1 출구)
1737,8,암사,E/S,2,1805-217,F1-B1,외부,대합(B1)-지상(#1 출구)
1738,8,암사,E/S,3,1801-964,F1-B1,외부,대합(B1)-지상(#4 출구)
1739,8,암사,E/S,4,1801-965,F1-B1,외부,대합(B1)-지상(#4 출구)
1740,8,강동구청,E/S,1,1808-897,B1-B2,내부,대합(B2)-대합(B1)
1741,8,강동구청,E/S,2,1808-898,B1-B2,내부,대합(B2)-대합(B1)
1742,8,강동구청,E/S,3,1808-899,BM1-B1,내부,대합(B1)-BM1
1743,8,강동구청,E/S,4,1808-900,BM1-B1,내부,대합(B1)-BM1
1744,8,강동구청,E/S,5,1805-220,BM1-B1,내부,대합(B1)-BM1
1745,8,몽촌토성,E/S,1,1806-991,B1-B2,내부,대합(B2)-대합(B1)
1746,8,몽촌토성,E/S,2,1806-992,B1-B2,내부,대합(B2)-대합(B1)
1747,8,몽촌토성,E/S,3,1806-993,BM1-B1,내부,대합(B1)-BM1
1748,8,몽촌토성,E/S,4,1806-994,BM1-B1,내부,대합(B1)-BM1
1749,8,몽촌토성,E/S,5,1806-995,BM1-B1,내부,대합(B1)-BM1
1750,8,몽촌토성,E/S,6,1806-996,BM1-B1,내부,대합(B1)-BM1
1751,8,몽촌토성,E/S,7,1806-997,F1-BM1,외부,BM1-지상(#5 출구)
1752,8,몽촌토성,E/S,8,1806-998,F1-BM1,외부,BM1-지상(#5 출구)
1753,8,잠실,E/S,1,1805-625,BM1-B1,내부,대합(B1)-BM1
1754,8,잠실,E/S,2,1807-889,B1-B2,내부,B2(대합실)-B1(연결통로)
1755,8,잠실,E/S,3,1807-890,B1-B2,내부,B2(대합실)-B1(연결통로)
1756,8,잠실,E/S,4,1809-593,B1-B2,내부,B2(대합실)-B1(연결통로)
1757,8,잠실,E/S,5,1809-594,B1-B2,내부,B2(대합실)-B1(연결통로)
1758,8,잠실,E/S,6,1807-832,BM1-B1,내부,B1(연결통로)-M1(롯데몰 입구)
1759,8,잠실,E/S,7,1807-829,BM1-B1,내부,B1(연결통로)-M1(롯데몰 입구)
1760,8,잠실,E/S,8,1807-831,F1-B1,외부,B1(롯데몰 입구)-F1(10번출구)
1761,8,잠실,E/S,9,1807-830,F1-B1,외부,B1(롯데몰 입구)-F1(10번출구)
1762,8,잠실,E/S,10,1807-833,F1-B1,외부,B1(롯데몰 입구)-F1(11번출구)
1763,8,잠실,E/S,11,1807-834,F1-B1,외부,B1(롯데몰 입구)-F1(11번출구)
1764,8,잠실,E/S,12,1807-842,B1-B2,내부,B2(롯데마트)-B1(연결통로)
1765,8,잠실,E/S,13,1807-843,B1-B2,내부,B2(롯데마트)-B1(연결통로)
1766,8,잠실,E/S,14,1807-841,BM1-B1,내부,B1(연결통로)-M1(롯데몰 입구)
1767,8,잠실,E/S,15,1807-840,BM1-B1,내부,B1(연결통로)-M1(롯데몰 입구)
1768,8,가락시장,E/S,1,1805-681,B2-B3,내부,환승통로(B3)-상/종/승강(B2)
1769,8,가락시장,E/S,2,1805-682,B2-B3,내부,환승통로(B3)-상/종/승강(B2)
1770,8,가락시장,E/S,3,1805-683,B2-B3,내부,환승통로(B3)-하/종/승강(B2)
1771,8,가락시장,E/S,4,1805-684,B2-B3,내부,환승통로(B3)-하/종/승강(B2)
1772,8,가락시장,E/S,5,1802-926,F1-B1,외부,대합(B1)-지상(#1 출구)
1773,8,가락시장,E/S,6,1802-927,F1-B1,외부,대합(B1)-지상(#1 출구)
1774,8,가락시장,E/S,7,1805-685,F1-B1,외부,대합(B1)-지상(#2 출구)
1775,8,가락시장,E/S,8,1805-686,F1-B1,외부,대합(B1)-지상(#2 출구)
1776,8,가락시장,E/S,9,1805-687,F1-B1,외부,대합(B1)-지상(#5 출구)
1777,8,가락시장,E/S,10,1805-688,F1-B1,외부,대합(B1)-지상(#5 출구)
1778,8,가락시장,E/S,11,1805-689,F1-B1,외부,대합(B1)-지상(#6 출구)
1779,8,가락시장,E/S,12,1805-690,F1-B1,외부,대합(B1)-지상(#6 출구)
1780,8,문정,E/S,1,1811-192,F1-B1,외부,대합(B1)-지상(#2 출구)
1781,8,문정,E/S,2,1811-191,F1-B1,외부,대합(B1)-지상(#2 출구)
1782,8,장지,E/S,1,1805-661,BM1-B1,내부,대합(B1)-BM1
1783,8,장지,E/S,2,1805-662,BM1-B1,내부,대합(B1)-BM1
1784,8,장지,E/S,3,1805-663,BM1-B1,내부,대합(B1)-BM1
